Id,Sales
37683,6460.0317
38539,7540.8633
39395,4850.996
40251,4702.3213
20,5976.33
876,6051.2085
1732,6551.7905
2588,6938.8643
3444,4714.5825
4300,4705.83
5156,4935.4663
6012,4969.5737
6868,4969.5737
7724,5121.55
8580,5144.15
9436,4708.484
10292,4801.5347
11148,6257.5034
12004,6371.989
12860,6532.8643
13716,6934.431
14572,7555.8457
15428,5069.8916
16284,4892.895
17140,5304.8423
17996,4943.4995
18852,4943.4995
19708,5094.678
20564,5130.184
21420,4714.5825
22276,4705.83
23132,5945.2695
23988,5995.0166
24844,6006.613
25700,6514.9307
26556,7069.1973
27412,4714.5825
28268,4705.83
29124,4921.9077
29980,4966.086
30836,4966.086
31692,5136.2803
32548,5158.768
33404,4731.4634
34260,4722.6797
35116,6114.2456
35972,6169.412
36828,6344.062
37684,6806.7446
38540,7609.662
39396,4880.263
40252,4925.101
21,4827.4956
877,4923.0063
1733,5119.6646
2589,5625.5674
3445,2928.3877
4301,3998.4492
5157,4184.547
6013,4032.0244
6869,4024.9229
7725,4050.8955
8581,4209.4004
9437,3042.9062
10293,4021.9023
11149,4948.8354
12005,5134.169
12861,5394.5015
13717,5516.7817
14573,5933.8594
15429,3093.4011
16285,4101.3096
17141,4427.2744
17997,3979.4504
18853,3972.4414
19709,3981.3489
20565,4196.831
21421,2999.3809
22277,3978.5127
23133,4755.521
23989,4882.051
24845,4882.051
25701,5115.608
26557,5698.09
27413,3010.0786
28269,4059.5916
29125,4210.6255
29981,4034.6868
30837,4001.6772
31693,4020.2646
32549,4277.214
33405,3045.9907
34261,4025.9788
35117,4894.5566
35973,5012.6255
36829,5070.2783
37685,5249.363
38541,6002.501
39397,3200.461
40253,4279.7935
22,4057.2764
878,4108.1147
1734,4293.9585
2590,5156.643
3446,2858.1267
4302,2978.2898
5158,3091.2625
6014,2953.6475
6870,2953.6475
7726,2981.542
8582,3335.1848
9438,2872.671
10294,3027.915
11150,4371.4824
12006,4299.0527
12862,4332.7
13718,4556.585
14574,5469.4844
15430,3292.9321
16286,3057.5808
17142,3332.9329
17998,2947.7952
18854,2947.7952
19710,2949.7136
20566,3219.3667
21422,2842.5278
22278,2962.0352
23134,4133.8984
23990,4101.13
24846,4109.0674
25702,4288.674
26558,5137.089
27414,2858.1267
28270,2978.2898
29126,3082.7693
29982,2977.5112
30838,2977.5112
31694,2990.1187
32550,3255.072
33406,2868.3633
34262,2988.955
35118,4256.5215
35974,4249.762
36830,4326.6743
37686,4582.6904
38542,5477.5034
39398,3003.7275
40254,3164.6416
23,4752.628
879,4846.6577
1735,5081.6616
2591,5582.665
3447,2742.2778
4303,4120.564
5159,4141.2554
6015,3902.4167
6871,3895.5435
7727,3946.9565
8583,4139.964
9439,2854.6143
10295,4152.137
11151,4916.5537
12007,5051.1724
12863,5307.292
13719,5472.172
14575,5955.4062
15431,2937.7756
16287,4243.7266
17143,4381.4766
17999,3850.5
18855,3843.718
19711,3878.158
20567,4055.6782
21423,2818.7786
22279,4100.0186
23135,4727.656
23991,4806.3325
24847,4806.3325
25703,5077.6353
26559,5682.968
27415,2818.7786
28271,4183.573
29127,4167.0684
29983,3903.9507
30839,3872.0105
31695,3922.219
32551,4173.6997
33407,2852.4119
34263,4148.934
35119,4874.5684
35975,4943.6978
36831,5000.5576
37687,5215.101
38543,5997.39
39399,3059.2556
40255,4409.3164
24,3873.7063
880,3957.996
1736,4349.3213
2592,4868.277
3448,3399.0618
4304,2929.8994
5160,3126.2334
6016,3086.8186
6872,3086.8186
7728,3133.005
8584,3382.2842
9440,3366.4563
10296,2947.4312
11152,4145.52
12008,4152.161
12864,4358.4043
13720,4669.455
14576,5461.3516
15432,3505.3057
16288,3075.5693
17144,3381.9873
18000,3020.0393
18856,3020.0393
19712,3064.7239
20568,3313.3953
21424,3348.022
22280,2927.3667
23136,3964.4917
23992,3901.851
24848,3909.4028
25704,4339.0527
26560,5148.2485
27416,3348.022
28272,3001.0437
29128,3186.2405
29984,3110.4995
30840,3066.4434
31696,3083.8633
32552,3343.4514
33408,3382.8877
34264,2957.8533
35120,4120.0137
35976,4073.599
36832,4133.9614
37688,4494.5312
38544,5225.518
39400,3409.7498
40256,3014.3315
25,5319.6636
881,5424.9097
1737,5476.4224
2593,5861.182
3449,3973.5215
4305,4513.8867
5161,4549.6274
6017,4702.0654
6873,4702.0654
7729,4596.2705
8585,4793.522
9441,4065.4392
10297,4489.0425
11153,5242.7227
12009,5618.114
12865,5902.969
13721,5860.0137
14577,6204.9688
15433,4173.847
16289,4546.842
17145,4902.5605
18001,4694.2676
18857,4694.2676
19713,4569.4556
20569,4793.8467
21425,4194.942
22281,4517.604
23137,5073.341
23993,5379.78
24849,5379.78
25705,5472.083
26561,5927.2354
27417,4194.942
28273,4609.662
29129,4605.3726
29985,4739.1963
30841,4739.1963
31697,4631.514
32553,4856.6396
33409,4244.9897
34265,4571.4917
35121,5162.652
35977,5461.2373
36833,5524.0483
37689,5584.7314
38545,6245.0596
39401,4457.369
40257,4756.569
26,4899.1577
882,4996.0854
1738,5118.029
2594,5617.996
3450,2950.019
4306,3802.8706
5162,4054.0537
6018,3749.723
6874,3743.1187
7730,3788.7092
8586,3802.0146
9442,3078.9983
10298,3842.1638
11154,5121.369
12010,5102.7227
12866,5317.1626
13722,5361.3228
14578,6095.129
15434,3167.6892
16290,3997.3738
17146,4247.5576
18002,3671.8145
18858,3665.3472
19714,3674.1865
20570,3734.3416
21426,3047.5078
22282,3802.8706
23138,4993.275
23994,4975.0947
24850,4975.0947
25706,5148.445
26562,5786.1924
27418,3047.5078
28274,3802.8706
29130,4042.3337
29986,3719.7822
30842,3689.3486
31698,3711.4917
32554,3752.6287
33410,3094.0269
34266,3860.92
35122,5100.09
35978,5081.521
36834,5117.145
37690,5242.0425
38546,5937.5225
39402,3153.9153
40258,3981.8464
27,5629.1104
883,5740.477
1739,5888.6904
2595,6191.8022
3451,3209.7896
4307,4840.093
5163,5034.4185
6019,4752.85
6875,4752.85
7731,4852.722
8587,4827.827
9443,3250.064
10299,4835.635
11155,5889.64
12011,5875.4775
12867,6077.452
13723,6165.6123
14579,6640.639
15435,3557.714
16291,4920.3823
17147,5313.2334
18003,4706.526
18859,4706.526
19715,4759.0513
20571,4732.763
21427,3335.4712
22283,4840.093
23139,5656.0854
23995,5642.485
24851,5642.485
25707,5910.0283
26563,6406.2617
27419,3335.4712
28275,4840.093
29131,5058.824
29987,4772.6533
30843,4772.6533
31699,4829.3613
32555,4770.059
33411,3348.667
34267,4859.235
35123,5823.6777
35979,5809.674
36835,5850.402
37691,6044.2056
38547,6613.106
39403,3444.5977
40259,5057.107
28,4462.802
884,4551.0986
1740,4850.8247
2596,5473.0854
3452,4278.4097
4308,3368.4578
5164,3506.3157
6020,3477.21
6876,3471.0852
7732,3492.522
8588,3810.42
9444,4513.077
10300,3437.5269
11156,4742.208
12012,4936.0312
12868,5172.7915
13724,5421.847
14580,5842.288
15436,4666.9883
16292,3609.5352
17148,3810.4636
18004,3408.1562
18860,3402.1533
19716,3408.8423
20572,3721.6138
21428,4397.748
22284,3351.6648
23140,4353.684
23996,4513.237
24852,4513.237
25708,4846.9766
26564,5547.498
27420,4397.748
28276,3419.9722
29132,3528.1716
29988,3441.1096
30844,3412.9553
31700,3433.2534
32556,3811.4124
33412,4498.657
34268,3428.5764
35124,4691.8413
35980,4852.014
36836,4904.9043
37692,5180.648
38548,5900.391
39404,4675.0884
40260,3602.4766
29,3814.9736
885,3862.7766
1741,4046.0103
2597,4897.9614
3453,2696.2737
4309,2436.5693
5165,2748.2322
6021,2741.0615
6877,2741.0615
7733,2747.6738
8589,3091.817
9445,2701.5083
10301,2493.926
11157,4071.3381
12013,4056.5142
12869,4187.462
13725,4374.327
14581,5389.6978
15437,3016.4546
16293,2701.0469
17149,3039.1436
18005,2717.8757
18861,2717.8757
19717,2724.4321
20573,3021.9185
21429,2696.2737
22285,2436.5693
23141,3837.9805
23997,3824.0059
24853,3831.407
25709,4052.9285
26565,4916.854
27421,2696.2737
28277,2436.5693
29133,2740.681
29989,2730.2917
30845,2730.2917
31701,2746.6804
32557,3066.0925
33413,2714.696
34269,2453.218
35125,3950.3918
35981,3936.008
36837,4047.014
37693,4333.2373
38549,5159.5996
39405,2819.8342
40261,2576.4336
30,3805.8247
886,3853.5132
1742,4091.037
2598,4678.5635
3454,3674.6282
4310,3246.454
5166,3262.4802
6022,3145.262
6878,3145.262
7734,3165.5566
8590,3469.0461
9446,3607.8862
10302,3204.8818
11158,3930.5938
12014,3936.894
12870,4052.2598
13726,4200.961
14582,5255.2144
15438,3789.2588
16294,3409.906
17150,3502.1003
18006,3104.0818
18862,3104.0818
19718,3154.9595
20574,3454.806
21430,3619.4517
22286,3243.6462
23142,3864.3687
23998,3817.7222
24854,3825.1113
25710,4068.019
26566,4797.163
27422,3619.4517
28278,3325.2856
29134,3325.0984
29990,3197.0583
30846,3151.7737
31702,3197.7202
32558,3518.183
33414,3625.4956
34270,3249.0627
35126,3958.555
35982,3928.7908
36838,3919.6343
37694,4117.13
38550,4882.0415
39406,3663.089
40262,3319.0833
31,4397.631
887,4484.638
1743,4665.88
2599,5093.6675
3455,3062.2427
4311,3492.8718
5167,3678.5176
6023,3446.4712
6879,3440.4006
7735,3490.8564
8591,3488.107
9447,3116.0386
10303,3489.9675
11159,4624.879
12015,4590.106
12871,4771.406
13727,4877.634
14583,5807.934
15439,3286.6052
16295,3605.1099
17151,3833.9993
18007,3443.6416
18863,3437.5762
19719,3420.2039
20575,3488.3398
21431,3115.9375
22287,3489.8508
23143,4459.7676
23999,4426.236
24855,4426.236
25711,4689.206
26567,5296.1665
27423,3115.9375
28279,3577.685
29135,3730.9055
29991,3506.824
30847,3428.8674
31703,3448.3489
32559,3490.7932
33415,3131.2507
34271,3507.0015
35127,4573.079
35983,4538.6953
36839,4570.5146
37695,4781.5845
38551,5367.4937
39407,3223.0417
40263,3652.1892
32,6112.0474
888,6176.678
1744,6614.172
2600,7128.32
3456,4512.604
4312,5014.2373
5168,5274.2617
6024,5218.5396
6880,5218.5396
7736,5303.3804
8592,5249.8735
9448,4832.5312
10304,5031.6533
11160,6316.4204
12016,6326.544
12872,6400.2153
13728,6813.968
14584,7636.142
15440,5051.9434
16296,5244.193
17152,5611.264
18008,5206.269
18864,5206.269
19720,5188.1
20576,5132.9893
21432,4933.527
22288,5009.906
23144,6095.4663
24000,6131.158
24856,6131.158
25712,6576.9546
26568,7188.938
27424,4933.527
28280,5135.9814
29136,5375.4814
29992,5279.2446
30848,5204.4814
31704,5234.0435
32560,5142.2607
33416,4979.13
34272,5056.21
35128,6305.489
35984,6258.0884
36840,6286.656
37696,6660.5894
38552,7536.161
39408,5191.704
40264,5333.967
33,4626.0215
889,4717.547
1745,4859.077
2601,5642.77
3457,4070.282
4313,3693.5107
5169,3857.1208
6025,3722.7534
6881,3716.1965
7737,3777.7273
8593,3992.9226
9449,4127.1216
10305,3705.2764
11161,4990.694
12017,4989.466
12873,5134.0273
13729,5257.5054
14585,6347.96
15441,4328.3545
16297,3837.1055
17153,4136.6045
18009,3748.4785
18865,3741.8762
19721,3728.817
20577,3957.6562
21433,4141.6465
22289,3690.32
23145,4658.6577
24001,4659.631
24857,4659.631
25713,4855.222
26569,5781.6797
27425,4141.6465
28281,3783.1946
29137,3912.0515
29993,3801.3982
30849,3716.895
31705,3738.0125
32561,3922.5557
33417,4147.268
34273,3695.3293
35129,4929.251
35985,4864.7256
36841,4958.007
37697,5052.618
38553,6068.0396
39409,4317.361
40265,3889.4614
34,4325.7666
890,4411.348
1746,4538.1675
2602,5368.2974
3458,3903.798
4314,3454.552
5170,3706.6833
6026,3568.3425
6882,3562.0574
7738,3564.3757
8594,3947.6006
9450,4067.4175
10306,3480.9768
11162,4609.42
12018,4771.2646
12874,5000.1235
13730,5058.4
14586,5757.6577
15442,4235.9087
16298,3644.703
17154,3971.8691
18010,3539.5188
18866,3533.2844
19722,3520.7917
20578,3803.041
21434,4012.6938
22290,3437.33
23146,4270.899
24002,4374.6484
24858,4374.6484
25714,4534.567
26570,5382.8853
27426,4012.6938
28282,3507.3828
29138,3729.788
29994,3573.7454
30850,3544.506
31706,3546.0042
32562,3909.3357
33418,4064.28
34274,3481.5215
35130,4591.4634
